"Title","Created","Site","Path"
"Copy of Post Falls 2020 Certified Values for 2021 tax","12/22/2020 8:24:22 PM","https://postfallsidahoorg-my.sharepoint.com/personal/senderud_postfalls_gov","https://postfallsidahoorg-my.sharepoint.com/personal/senderud_postfalls_gov/Documents/H Drive/budget/FY 21/Copy of Post Falls 2020 Certified Values for 2021 tax.xlsx"
"February 2021 - Cycle 02.pdf","5/11/2021 4:27:31 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/February 2021 - Cycle 02 (ID 390972).pdf"
"May 2020 - Cycle 02.pdf","5/11/2021 4:31:33 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/May 2020 - Cycle 02 (ID 383552).pdf"
"Zone 2 Billing 11.30.21","12/3/2021 7:42:56 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Zone 2 Billing 11.30.21.pdf"
"June 2020 - Cycle 02.pdf","5/11/2021 4:29:58 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/June 2020 - Cycle 02 (ID 384233).pdf"
"JULY RESI US Garbage Report - 6299.pdf","5/11/2021 5:06:13 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/JULY RESI US Garbage Report - 6299 (ID 370175).pdf"
"February 2020 - Cycle 02.pdf","5/11/2021 4:27:12 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/February 2020 - Cycle 02 (ID 380727).pdf"
"JUNE RESI US Garbage Report - 4347.pdf","5/11/2021 5:06:15 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/JUNE RESI US Garbage Report - 4347 (ID 368039).pdf"
"July Bills Zone 2 06.29.21","6/30/2021 5:16:46 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/July Bills Zone 2 06.29.21.pdf"
"December 2021 - Cycle 02.pdf","5/11/2021 4:26:31 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/December 2021 - Cycle 02 (ID 389316).pdf"
"Zone 2 September Billing 08.30.21","9/2/2021 3:23:02 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Zone 2 September Billing 08.30.21.pdf"
"August 2020 - Cycle 02.pdf","5/11/2021 4:25:49 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/August 2020 - Cycle 02 (ID 386170).pdf"
"Cut Off Register.pdf","5/11/2021 5:05:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Cut Off Register (ID 391575).pdf"
"September 2019 - Cycle 02.pdf","5/11/2021 4:34:16 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/September 2019 - Cycle 02 (ID 372063).pdf"
"September 2019 - Cycle 02.pdf","5/11/2021 4:34:17 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/September 2019 - Cycle 02 (ID 374128).pdf"
"US Penalty Register - 4880.pdf","5/11/2021 5:16:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/US Penalty Register - 4880 (ID 323959).pdf"
"March Bills Zone 2 02.25.22","3/8/2022 5:19:13 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March Bills Zone 2 02.25.22.pdf"
"Deposit Listing.pdf","5/11/2021 5:06:07 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Deposit Listing (ID 380148).pdf"
"March 2021 - Cycle 02.pdf","5/11/2021 4:30:51 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March 2021 - Cycle 02 (ID 391619).pdf"
"Deposit Listing.pdf","5/11/2021 5:06:05 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Deposit Listing (ID 380146).pdf"
"June Billing Zone 2 05.27.21","6/7/2021 9:35:32 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/June Billing Zone 2 05.27.21.pdf"
"Penalty Register.pdf","5/11/2021 5:06:36 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 384746).pdf"
"July 2020 - Cycle 02.pdf","5/11/2021 4:29:08 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/July 2020 - Cycle 02 (ID 385190).pdf"
"November 2020 - Cycle 02.pdf","5/11/2021 4:32:23 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/November 2020 - Cycle 02 (ID 376348).pdf"
"May 2021 - Cycle 02.pdf","5/11/2021 4:31:45 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/May 2021 - Cycle 02 (ID 393036).pdf"
"November 2021 - Cycle 02.pdf","5/11/2021 4:32:26 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/November 2021 - Cycle 02 (ID 388637).pdf"
"April 2021 - Cycle 02.pdf","5/11/2021 4:25:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/April 2021 - Cycle 02 (ID 392423).pdf"
"April Billing Zone 2 03.30.22","4/5/2022 2:54:16 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/April Billing Zone 2 03.30.22.pdf"
"August Billing Zone 2 07.29.21","8/3/2021 6:32:56 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/August Billing Zone 2 07.29.21.pdf"
"Cut Off Register.pdf","5/11/2021 5:05:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Cut Off Register (ID 379289).pdf"
"Cut Off Register.pdf","5/11/2021 5:04:58 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Cut Off Register (ID 377506).pdf"
"December 2020 - Cycle 02.pdf","5/11/2021 4:26:21 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/December 2020 - Cycle 02 (ID 377557).pdf"
"December Bills Zone 2 12.29.21","1/5/2022 6:47:47 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/December Bills Zone 2 12.29.21.pdf"
"May Bills Zone 2  4.28.22","4/28/2022 9:21:51 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/May Bills Zone 2  4.28.22.pdf"
"Penalty Register.pdf","5/11/2021 5:06:26 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 382416).pdf"
"AUG RESI US Garbage Report - 8216.pdf","5/11/2021 5:04:43 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/AUG RESI US Garbage Report - 8216 (ID 372297).pdf"
"US Penalty Register - 7660.pdf","5/11/2021 5:07:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/US Penalty Register - 7660 (ID 371629).pdf"
"Penalty Register.pdf","5/11/2021 5:06:19 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 377300).pdf"
"Deposit Listing.pdf","5/11/2021 5:06:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Deposit Listing (ID 380147).pdf"
"September 2020 - Cycle 02.pdf","5/11/2021 4:34:32 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/September 2020 - Cycle 02 (ID 386891).pdf"
"Sept Resi US Garbage Report - 0638.pdf","5/11/2021 5:07:21 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Sept Resi US Garbage Report - 0638 (ID 374240).pdf"
"US Penalty Register - 5747.pdf","5/11/2021 5:07:27 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/US Penalty Register - 5747 (ID 369464).pdf"
"April 2020 - Cycle 02.pdf","5/11/2021 4:24:55 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/April 2020 - Cycle 02 (ID 382828).pdf"
"March 2020 - Cycle 0102.pdf","5/11/2021 4:30:32 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March 2020 - Cycle 0102 (ID 381956).pdf"
"August 2019 - Cycle 02.pdf","5/11/2021 4:25:39 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/August 2019 - Cycle 02 (ID 370013).pdf"
"January 2021 - Cycle 02.pdf","5/11/2021 4:28:19 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/January 2021 - Cycle 02 (ID 390045).pdf"
"Penalty Register.pdf","5/11/2021 5:06:57 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 391371).pdf"
"January 2020 - Cycle 02.pdf","5/11/2021 4:28:07 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/January 2020 - Cycle 02 (ID 379298).pdf"
"June 2019 - Cycle ZONE 2.pdf","5/11/2021 4:29:41 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/June 2019 - Cycle ZONE 2 (ID 367950).pdf"
"February 2021 - Cycle 02.pdf","5/11/2021 4:27:33 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/February 2021 - Cycle 02 (ID 390977).pdf"
"January Billing Zone 2 01.28.22","2/2/2022 4:38:32 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/January Billing Zone 2 01.28.22.pdf"
"Late Fees Zone 2 06.21.19 - 3852.pdf","5/11/2021 5:08:11 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Late Fees Zone 2 06.21.19 - 3852 (ID 367525).pdf"
"October 2020 - Cycle 02.pdf","5/11/2021 4:33:39 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/October 2020 - Cycle 02 (ID 387741).pdf"
"March 2020 - Cycle 02.pdf","5/11/2021 4:30:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March 2020 - Cycle 02 (ID 381957).pdf"
"Late Fees Zone 2 03.21.19.pdf","5/11/2021 5:08:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Late Fees Zone 2 03.21.19 (ID 361644).pdf"
"October Billing Zone 2 10.31.21","11/2/2021 7:31:39 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/October Billing Zone 2 10.31.21.pdf"
"October Bills Zone 2 09.29.21","9/30/2021 3:12:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/October Bills Zone 2 09.29.21.pdf"
"Feb Deposit Listing.pdf","4/29/2021 4:06:50 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Feb Deposit Listing (ID 382004).pdf"
"DECEMBER US Deposit Listing - 2353.pdf","4/29/2021 4:18:17 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/DECEMBER US Deposit Listing - 2353 (ID 379401).pdf"
"Deposit Listing August.pdf","4/29/2021 4:18:27 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing August (ID 386950).pdf"
"January Deposit Listing - 5519.pdf","4/29/2021 4:37:24 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/January Deposit Listing - 5519 (ID 270484).pdf"
"Sept US Deposit Listing - 0641.pdf","4/29/2021 4:23:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Sept US Deposit Listing - 0641 (ID 374241).pdf"
"MARCH US Deposit Listing - 2356.pdf","4/29/2021 4:21:31 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/MARCH US Deposit Listing - 2356 (ID 379404).pdf"
"JUNE US Deposit Listing - 4350.pdf","4/29/2021 4:21:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/JUNE US Deposit Listing - 4350 (ID 368040).pdf"
"May Deposit Listing.pdf","4/29/2021 4:21:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/May Deposit Listing (ID 384251).pdf"
"August US Deposit Listing - 8218.pdf","4/29/2021 4:15:23 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/August US Deposit Listing - 8218 (ID 372298).pdf"
"March Deposit Listing.pdf","4/29/2021 4:21:27 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/March Deposit Listing (ID 382900).pdf"
"Deposit Listing DEC.pdf","4/29/2021 4:06:07 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing DEC (ID 389572).pdf"
"FEBRUARY US Deposit Listing - 2355.pdf","4/29/2021 4:19:15 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/FEBRUARY US Deposit Listing - 2355 (ID 379403).pdf"
