"Title","Created","Site","Path"
"March Deposit Listing - 1190.pdf","4/29/2021 4:37:54 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/March Deposit Listing - 1190 (ID 276611).pdf"
"Deposit Listing NOV.pdf","4/29/2021 4:06:13 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing NOV (ID 389570).pdf"
"May Deposit Listing - 6688.pdf","4/29/2021 4:38:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/May Deposit Listing - 6688 (ID 281404).pdf"
"November Deposit Listing - 0554.pdf","4/29/2021 4:34:21 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/November Deposit Listing - 0554 (ID 265958).pdf"
"June Deposit Listing - 9800.pdf","4/29/2021 4:37:44 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/June Deposit Listing - 9800 (ID 283652).pdf"
"MAY US Deposit Listing - 2351.pdf","4/29/2021 4:21:42 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/MAY US Deposit Listing - 2351 (ID 379399).pdf"
"December Deposit Listing - 3114.pdf","4/29/2021 4:29:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/December Deposit Listing - 3114 (ID 268250).pdf"
"APRIL US Deposit Listing - 2357.pdf","4/29/2021 4:15:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/APRIL US Deposit Listing - 2357 (ID 379405).pdf"
"February Deposit Listing.pdf","4/29/2021 4:29:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/February Deposit Listing (ID 272586).pdf"
"April Deposit Listing - 3802.pdf","4/29/2021 4:36:18 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/April Deposit Listing - 3802 (ID 279130).pdf"
"JANUARY US Deposit Listing - 2354.pdf","4/29/2021 4:20:41 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/JANUARY US Deposit Listing - 2354 (ID 379402).pdf"
"October Deposit Listing - 8410.pdf","4/29/2021 4:34:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/October Deposit Listing - 8410 (ID 263959).pdf"
"April Deposit Listing.pdf","4/29/2021 4:15:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/April Deposit Listing (ID 383598).pdf"
"Deposit Listing JAN.pdf","4/29/2021 4:06:09 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing JAN (ID 389573).pdf"
"June Deposit Listing.pdf","4/29/2021 4:21:07 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/June Deposit Listing (ID 385296).pdf"
"July US Deposit Listing - 6301.pdf","4/29/2021 4:21:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/July US Deposit Listing - 6301 (ID 370176).pdf"
"Deposit Listing JULY.pdf","4/29/2021 4:06:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing JULY (ID 386251).pdf"
"NOVEMBER US Deposit Listing - 2352.pdf","4/29/2021 4:22:17 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/NOVEMBER US Deposit Listing - 2352 (ID 379400).pdf"
"Deposit Listing OCT.pdf","4/29/2021 4:06:15 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing OCT (ID 389569).pdf"
"Deposit Listing SEPT.pdf","4/29/2021 4:06:16 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Deposit Listing SEPT (ID 387787).pdf"
"Daily Cash Report - 11-3-2020.pdf","5/5/2021 10:37:45 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/BudgetaryDocsArchive/Daily Cash Report - 11-3-2020 (ID 388702).pdf"
"Daily Cash Report - 9-23-2019.pdf","5/5/2021 11:48:08 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/BudgetaryDocsArchive/Daily Cash Report - 9-23-2019 (ID 373607).pdf"
"The Landings at Post Falls Site Plan Review (1_2)","11/28/2022 10:50:42 PM","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Landing at Post Falls, The SPR-0039-2021/01 Review 1 for Landing at Post Falls, The SPR-0039-2021 (ID 198357)/The Landings at Post Falls Site Plan Review (1_2).msg"
"The Landings at Post Falls Site Plan Review (2_2)","11/28/2022 10:50:33 PM","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Landing at Post Falls, The SPR-0039-2021/01 Review 1 for Landing at Post Falls, The SPR-0039-2021 (ID 198357)/The Landings at Post Falls Site Plan Review (2_2).msg"
"Acknowledgement Letter","11/28/2022 10:49:48 PM","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Landing at Post Falls, The SPR-0039-2021/05 App Material for Landing at Post Falls, The SPR-0039-2021 (ID 198361)/Acknowledgement Letter.pdf"
"311523_380094_Daily Cash Report - 5-22-2017.pdf","12/3/2022 9:47:46 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/311523_380094_Daily Cash Report - 5-22-2017.pdf"
"December Deposit Listing - 3114.pdf","4/29/2021 4:29:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/December Deposit Listing - 3114 (ID 268250).pdf"
"Deposit Listing OCT.pdf","4/29/2021 4:06:15 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing OCT (ID 389569).pdf"
"January Deposit Listing - 5519.pdf","4/29/2021 4:37:24 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/January Deposit Listing - 5519 (ID 270484).pdf"
"April Deposit Listing - 3802.pdf","4/29/2021 4:36:18 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/April Deposit Listing - 3802 (ID 279130).pdf"
"June Deposit Listing - 9800.pdf","4/29/2021 4:37:44 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/June Deposit Listing - 9800 (ID 283652).pdf"
"DECEMBER US Deposit Listing - 2353.pdf","4/29/2021 4:18:17 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/DECEMBER US Deposit Listing - 2353 (ID 379401).pdf"
"October Deposit Listing - 8410.pdf","4/29/2021 4:34:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/October Deposit Listing - 8410 (ID 263959).pdf"
"FEBRUARY US Deposit Listing - 2355.pdf","4/29/2021 4:19:15 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/FEBRUARY US Deposit Listing - 2355 (ID 379403).pdf"
"March Deposit Listing - 1190.pdf","4/29/2021 4:37:54 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/March Deposit Listing - 1190 (ID 276611).pdf"
"July US Deposit Listing - 6301.pdf","4/29/2021 4:21:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/July US Deposit Listing - 6301 (ID 370176).pdf"
"Deposit Listing SEPT.pdf","4/29/2021 4:06:16 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing SEPT (ID 387787).pdf"
"April Deposit Listing.pdf","4/29/2021 4:15:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/April Deposit Listing (ID 383598).pdf"
"Deposit Listing DEC.pdf","4/29/2021 4:06:07 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing DEC (ID 389572).pdf"
"Deposit Listing NOV.pdf","4/29/2021 4:06:13 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing NOV (ID 389570).pdf"
"August US Deposit Listing - 8218.pdf","4/29/2021 4:15:23 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/August US Deposit Listing - 8218 (ID 372298).pdf"
"Deposit Listing JULY.pdf","4/29/2021 4:06:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing JULY (ID 386251).pdf"
"Deposit Listing August.pdf","4/29/2021 4:18:27 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing August (ID 386950).pdf"
"MAY US Deposit Listing - 2351.pdf","4/29/2021 4:21:42 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/MAY US Deposit Listing - 2351 (ID 379399).pdf"
"June Deposit Listing.pdf","4/29/2021 4:21:07 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/June Deposit Listing (ID 385296).pdf"
"JUNE US Deposit Listing - 4350.pdf","4/29/2021 4:21:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/JUNE US Deposit Listing - 4350 (ID 368040).pdf"
"NOVEMBER US Deposit Listing - 2352.pdf","4/29/2021 4:22:17 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/NOVEMBER US Deposit Listing - 2352 (ID 379400).pdf"
"May Deposit Listing - 6688.pdf","4/29/2021 4:38:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/May Deposit Listing - 6688 (ID 281404).pdf"
"May Deposit Listing.pdf","4/29/2021 4:21:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/May Deposit Listing (ID 384251).pdf"
"APRIL US Deposit Listing - 2357.pdf","4/29/2021 4:15:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/APRIL US Deposit Listing - 2357 (ID 379405).pdf"
"February Deposit Listing.pdf","4/29/2021 4:29:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/February Deposit Listing (ID 272586).pdf"
"November Deposit Listing - 0554.pdf","4/29/2021 4:34:21 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/November Deposit Listing - 0554 (ID 265958).pdf"
"March Deposit Listing.pdf","4/29/2021 4:21:27 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/March Deposit Listing (ID 382900).pdf"
"Deposit Listing JAN.pdf","4/29/2021 4:06:09 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Deposit Listing JAN (ID 389573).pdf"
"Sept US Deposit Listing - 0641.pdf","4/29/2021 4:23:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/Sept US Deposit Listing - 0641 (ID 374241).pdf"
"JANUARY US Deposit Listing - 2354.pdf","4/29/2021 4:20:41 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/JANUARY US Deposit Listing - 2354 (ID 379402).pdf"
"MARCH US Deposit Listing - 2356.pdf","4/29/2021 4:21:31 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/MARCH US Deposit Listing - 2356 (ID 379404).pdf"
"Feb Deposit Listing.pdf","4/29/2021 4:06:50 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/Feb Deposit Listing (ID 382004).pdf"
"2023 Prelim New Development (with URDs Pending Library) 6-5-23","6/8/2023 6:57:49 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budget Docs/Fiscal Year 2024/Tax Levy Docs/2023 Prelim New Development (with URDs Pending Library) 6-5-23.xlsx"
"Mullan Mixed-Use REDLINE Review.1","11/28/2022 11:23:30 PM","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews","https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Mullan Mixed-Use SPR-22-28/01 Review 1 for Mullan Multi-Use SPR-22-28 (ID 199239)/Mullan Mixed-Use REDLINE Review.1.pdf"
"Mullan Mixed-Use REDLINE Review.1","7/3/2023 8:40:09 PM","https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment","https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment/Shared Documents/Site Plan Review/2022/SPR-22-28 Mullan Mixed-Use/1st Review/Mullan Mixed-Use REDLINE Review.1.pdf"
"Mullan Mixed-Use REDLINE Review 2","7/5/2023 6:10:46 PM","https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment","https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment/Shared Documents/Site Plan Review/2022/SPR-22-28 Mullan Mixed-Use/2nd Review/Mullan Mixed-Use REDLINE Review 2.pdf"
