Title,Created,Site,Path
June Deposit Listing - 9800.pdf,4/29/2021 16:37,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/June Deposit Listing - 9800 (ID 283652).pdf
June Deposit Listing.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/June Deposit Listing (ID 385296).pdf
June Deposit Listing.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/June Deposit Listing (ID 385296).pdf
JUNE RESI US Garbage Report - 4347.pdf,5/11/2021 17:06,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/JUNE RESI US Garbage Report - 4347 (ID 368039).pdf
JUNE US Deposit Listing - 4350.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/JUNE US Deposit Listing - 4350 (ID 368040).pdf
JUNE US Deposit Listing - 4350.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/JUNE US Deposit Listing - 4350 (ID 368040).pdf
Late Fees Zone 2 03.21.19.pdf,5/11/2021 17:08,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Late Fees Zone 2 03.21.19 (ID 361644).pdf
Late Fees Zone 2 06.21.19 - 3852.pdf,5/11/2021 17:08,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Late Fees Zone 2 06.21.19 - 3852 (ID 367525).pdf
March 2020 - Cycle 0102.pdf,5/11/2021 16:30,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March 2020 - Cycle 0102 (ID 381956).pdf
March 2020 - Cycle 02.pdf,5/11/2021 16:30,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March 2020 - Cycle 02 (ID 381957).pdf
March 2021 - Cycle 02.pdf,5/11/2021 16:30,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March 2021 - Cycle 02 (ID 391619).pdf
March Bills Zone 2 02.25.22,3/8/2022 17:19,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/March Bills Zone 2 02.25.22.pdf
March Deposit Listing - 1190.pdf,4/29/2021 16:37,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/March Deposit Listing - 1190 (ID 276611).pdf
March Deposit Listing - 1190.pdf,4/29/2021 16:37,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/March Deposit Listing - 1190 (ID 276611).pdf
March Deposit Listing.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/March Deposit Listing (ID 382900).pdf
March Deposit Listing.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/March Deposit Listing (ID 382900).pdf
MARCH US Deposit Listing - 2356.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/MARCH US Deposit Listing - 2356 (ID 379404).pdf
MARCH US Deposit Listing - 2356.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/MARCH US Deposit Listing - 2356 (ID 379404).pdf
May 2020 - Cycle 02.pdf,5/11/2021 16:31,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/May 2020 - Cycle 02 (ID 383552).pdf
May 2021 - Cycle 02.pdf,5/11/2021 16:31,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/May 2021 - Cycle 02 (ID 393036).pdf
May Bills Zone 2  4.28.22,4/28/2022 21:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/May Bills Zone 2  4.28.22.pdf
May Deposit Listing - 6688.pdf,4/29/2021 16:38,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/May Deposit Listing - 6688 (ID 281404).pdf
May Deposit Listing - 6688.pdf,4/29/2021 16:38,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/May Deposit Listing - 6688 (ID 281404).pdf
May Deposit Listing.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/May Deposit Listing (ID 384251).pdf
May Deposit Listing.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2020/Utility-Monthly Deposit Reports/May Deposit Listing (ID 384251).pdf
MAY US Deposit Listing - 2351.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/MAY US Deposit Listing - 2351 (ID 379399).pdf
MAY US Deposit Listing - 2351.pdf,4/29/2021 16:21,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/MAY US Deposit Listing - 2351 (ID 379399).pdf
Mullan Mixed-Use REDLINE Review 2,7/5/2023 18:10,https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment,https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment/Shared Documents/Site Plan Review/2022/SPR-22-28 Mullan Mixed-Use/2nd Review/Mullan Mixed-Use REDLINE Review 2.pdf
Mullan Mixed-Use REDLINE Review.1,11/28/2022 23:23,https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews,https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Mullan Mixed-Use SPR-22-28/01 Review 1 for Mullan Multi-Use SPR-22-28 (ID 199239)/Mullan Mixed-Use REDLINE Review.1.pdf
Mullan Mixed-Use REDLINE Review.1,7/3/2023 20:40,https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment,https://postfallsidahoorg.sharepoint.com/sites/CommunityDevelopment/Shared Documents/Site Plan Review/2022/SPR-22-28 Mullan Mixed-Use/1st Review/Mullan Mixed-Use REDLINE Review.1.pdf
November 2020 - Cycle 02.pdf,5/11/2021 16:32,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/November 2020 - Cycle 02 (ID 376348).pdf
November 2021 - Cycle 02.pdf,5/11/2021 16:32,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/November 2021 - Cycle 02 (ID 388637).pdf
November Deposit Listing - 0554.pdf,4/29/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/November Deposit Listing - 0554 (ID 265958).pdf
November Deposit Listing - 0554.pdf,4/29/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/November Deposit Listing - 0554 (ID 265958).pdf
NOVEMBER US Deposit Listing - 2352.pdf,4/29/2021 16:22,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/NOVEMBER US Deposit Listing - 2352 (ID 379400).pdf
NOVEMBER US Deposit Listing - 2352.pdf,4/29/2021 16:22,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/NOVEMBER US Deposit Listing - 2352 (ID 379400).pdf
October 2020 - Cycle 02.pdf,5/11/2021 16:33,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/October 2020 - Cycle 02 (ID 387741).pdf
October Billing Zone 2 10.31.21,11/2/2021 19:31,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/October Billing Zone 2 10.31.21.pdf
October Bills Zone 2 09.29.21,9/30/2021 15:12,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/October Bills Zone 2 09.29.21.pdf
October Deposit Listing - 8410.pdf,4/29/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/October Deposit Listing - 8410 (ID 263959).pdf
October Deposit Listing - 8410.pdf,4/29/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/October Deposit Listing - 8410 (ID 263959).pdf
Penalty Register.pdf,5/11/2021 17:06,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 384746).pdf
Penalty Register.pdf,5/11/2021 17:06,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 382416).pdf
Penalty Register.pdf,5/11/2021 17:06,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 377300).pdf
Penalty Register.pdf,5/11/2021 17:06,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Penalty Register (ID 391371).pdf
Sept Resi US Garbage Report - 0638.pdf,5/11/2021 17:07,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Sept Resi US Garbage Report - 0638 (ID 374240).pdf
Sept US Deposit Listing - 0641.pdf,4/29/2021 16:23,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Sept US Deposit Listing - 0641 (ID 374241).pdf
Sept US Deposit Listing - 0641.pdf,4/29/2021 16:23,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Deposit Reports/Sept US Deposit Listing - 0641 (ID 374241).pdf
September 2019 - Cycle 02.pdf,5/11/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/September 2019 - Cycle 02 (ID 372063).pdf
September 2019 - Cycle 02.pdf,5/11/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/September 2019 - Cycle 02 (ID 374128).pdf
September 2020 - Cycle 02.pdf,5/11/2021 16:34,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/September 2020 - Cycle 02 (ID 386891).pdf
The Landings at Post Falls Site Plan Review (1_2),11/28/2022 22:50,https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews,"https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Landing at Post Falls, The SPR-0039-2021/01 Review 1 for Landing at Post Falls, The SPR-0039-2021 (ID 198357)/The Landings at Post Falls Site Plan Review (1_2).msg"
The Landings at Post Falls Site Plan Review (2_2),11/28/2022 22:50,https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews,"https://postfallsidahoorg.sharepoint.com/sites/SitePlanReviews/Site Plan Review Documents/Landing at Post Falls, The SPR-0039-2021/01 Review 1 for Landing at Post Falls, The SPR-0039-2021 (ID 198357)/The Landings at Post Falls Site Plan Review (2_2).msg"
US Penalty Register - 4880.pdf,5/11/2021 17:16,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/US Penalty Register - 4880 (ID 323959).pdf
US Penalty Register - 5747.pdf,5/11/2021 17:07,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/US Penalty Register - 5747 (ID 369464).pdf
US Penalty Register - 7660.pdf,5/11/2021 17:07,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/US Penalty Register - 7660 (ID 371629).pdf
Zone 2 Billing 11.30.21,12/3/2021 19:42,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Zone 2 Billing 11.30.21.pdf
Zone 2 September Billing 08.30.21,9/2/2021 15:23,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment,https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/FinanceDocuments/Zone 2 September Billing 08.30.21.pdf
